order_id,date,region,product,quantity,unit_price,discount,payment_method
100219,2025-01-06,East,Phone,1,31045.89,0.01,Wallet
104190,2025-04-16,East,Headphones,1,2937.3,0.13,COD
103308,2025-03-25,West,Headphones,1,3610.13,0.24,Card
100074,2025-01-03,West,Headphones,1,2945.69,0.01,COD
105657,2025-05-23,West,Camera,5,46264.51,0.12,Card
102028,2025-02-21,North,Phone,1,28833.47,0.2,UPI
104329,2025-04-20,West,Headphones,4,3001.59,0.35,Card
102076,2025-02-22,East,Laptop,1,63599.89,0.21,Card
103649,2025-04-02,West,Phone,1,27237.06,0.2,COD
106575,2025-06-14,North,Headphones,2,2410.68,0.3,Wallet
100517,2025-01-13,North,Tablet,1,22653.33,0.2,Wallet
103661,2025-04-03,North,Phone,1,27987.97,0.14,UPI
106780,2025-06-20,West,Laptop,1,59050.6,0.16,COD
100420,2025-01-11,East,Smartwatch,1,7623.91,0.35,Card
104645,2025-04-27,North,Headphones,1,2962.87,0.07,UPI
103464,2025-03-29,West,Headphones,1,3025.33,0.35,COD
101720,2025-02-13,West,Camera,1,47104.1,0.35,COD
102739,2025-03-10,East,Laptop,1,64655.06,0.12,Card
103693,2025-04-03,West,Tablet,1,19701.94,0.09,COD
105884,2025-05-28,South,Tablet,3,21215.4,0.24,UPI
102965,2025-03-16,East,Headphones,1,2745.93,0.26,Card
103698,2025-04-03,West,Tablet,1,17926.73,0.12,Card
105710,2025-05-24,South,Laptop,3,55960.9,0.35,COD
103081,2025-03-19,North,Smartwatch,1,7492.03,0.18,COD
106649,2025-06-16,North,Phone,1,32287.93,0.13,UPI
106125,2025-06-04,South,Camera,1,48569.91,,COD
104728,2025-04-29,West,Headphones,1,3201.7,0.13,Wallet
102270,2025-02-26,North,Smartwatch,1,7583.25,0.22,Wallet
104684,2025-04-28,North,Phone,1,26406.19,0.11,UPI
101498,2025-02-07,North,Tablet,1,18436.9,0.04,UPI
102722,2025-03-10,South,Smartwatch,1,7575.61,0.07,Wallet
102688,2025-03-09,North,Phone,1,28766.17,0.12,Card
100573,2025-01-15,East,Tablet,5,16615.73,0.12,UPI
103265,2025-03-23,East,Laptop,2,61450.55,0.07,Card
101051,2025-01-29,North,Smartwatch,1,9433.22,0.03,COD
101156,2025-01-31,South,Smartwatch,1,7672.62,0.09,UPI
105968,2025-05-31,West,Camera,4,42621.24,0.25,Wallet
102776,2025-03-12,West,Camera,1,44618.02,0.35,COD
100536,2025-01-13,East,Smartwatch,1,7775.23,0.09,UPI
105614,2025-05-22,East,Laptop,1,57938.09,0.18,Card
101748,2025-02-14,North,Laptop,2,67113.6,0.11,UPI
100608,2025-01-16,West,Tablet,1,19712.06,0.34,Card
104936,2025-05-05,South,Smartwatch,1,7816.02,0.23,Wallet
104486,2025-04-24,West,Camera,1,40862.76,0.22,Card
106757,2025-06-19,South,Tablet,1,21693.0,0.1,COD
102514,2025-03-04,West,Camera,1,47037.04,0.05,Card
105114,2025-05-10,South,Smartwatch,1,7941.13,0.27,Wallet
101827,2025-02-16,West,Headphones,1,2898.78,0.16,Card
103347,2025-03-26,North,Headphones,1,3079.95,0.03,COD
102605,2025-03-07,South,Phone,1,30050.01,0.03,Card
106671,2025-06-17,West,Camera,1,40176.76,0.15,COD
106207,2025-06-05,South,Smartwatch,2,7848.52,0.16,Card
102851,2025-03-13,West,Headphones,1,2848.77,0.04,Wallet
103897,2025-04-09,West,Headphones,1,2642.5,0.35,UPI
101139,2025-01-31,South,Laptop,1,63416.89,0.08,COD
104806,2025-05-01,West,Headphones,1,3290.3,0.19,Wallet
102901,2025-03-14,East,Camera,1,43026.59,0.17,Wallet
100200,2025-01-06,South,Camera,1,39670.55,0.29,Card
106319,2025-06-08,West,Smartwatch,1,7644.67,0.04,Wallet
102351,2025-02-28,North,Headphones,1,3155.0,0.17,Card
104503,2025-04-24,West,Phone,1,31928.06,0.12,COD
100308,2025-01-08,West,Headphones,1,3321.23,0.11,Wallet
101299,2025-02-03,North,Camera,2,37521.8,0.3,Wallet
102420,2025-03-02,West,Laptop,1,60255.42,0.26,Card
103987,2025-04-11,West,Tablet,1,19609.06,0.05,Card
106154,2025-06-04,West,Camera,2,43782.59,0.35,UPI
105441,2025-05-18,East,Smartwatch,1,7682.4,0.31,COD
104575,2025-04-26,West,Smartwatch,1,8914.96,0.13,Card
102537,2025-03-05,East,Headphones,1,2975.63,0.04,COD
104065,2025-04-13,South,Headphones,1,2574.88,0.23,UPI
105534,2025-05-20,South,Camera,1,53865.57,0.2,COD
101167,2025-01-31,East,Camera,1,41538.52,0.04,COD
106549,2025-06-14,North,Tablet,1,18947.58,0.25,Card
107033,2025-06-26,West,Smartwatch,1,8032.64,0.28,UPI
100299,2025-01-08,North,Camera,1,36493.05,0.35,Wallet
102796,2025-03-12,North,Laptop,1,53489.43,0.23,COD
106448,2025-06-12,West,Smartwatch,1,8622.47,0.1,COD
100858,2025-01-23,South,Headphones,1,3196.32,0.35,Wallet
102584,2025-03-06,West,Smartwatch,1,8675.95,0.02,Wallet
100767,2025-01-20,North,Phone,1,29968.16,0.01,COD
102711,2025-03-10,West,Camera,3,43676.03,0.13,UPI
104809,2025-05-01,North,Tablet,1,22193.69,0.17,UPI
101766,2025-02-14,East,Smartwatch,1,8909.29,0.13,Card
101307,2025-02-03,East,Phone,1,31279.73,0.11,Card
105741,2025-05-25,East,Phone,1,32705.37,0.12,Card
102328,2025-02-28,South,Camera,1,43668.0,0.35,COD
101949,2025-02-19,North,Phone,1,31807.84,0.1,Wallet
104320,2025-04-20,South,Smartwatch,2,7681.64,0.15,Card
104358,2025-04-21,South,Tablet,1,20521.8,0.19,Card
104068,2025-04-13,East,Smartwatch,1,9265.39,0.05,Wallet
101160,2025-01-31,North,Headphones,1,2642.43,0.35,Card
106406,2025-06-11,South,Headphones,1,2671.03,0.18,Card
102968,2025-03-16,West,Tablet,1,20915.59,0.18,Wallet
106695,2025-06-18,East,Headphones,1,3068.25,0.19,Card
102414,2025-03-02,West,Smartwatch,1,9006.66,0.27,COD
101217,2025-02-01,South,Phone,3,31985.47,0.18,Card
102985,2025-03-17,South,Laptop,1,58409.02,0.2,COD
101718,2025-02-13,North,Camera,1,48394.9,0.24,Card
104906,2025-05-04,South,Tablet,1,18611.57,0.21,COD
102300,2025-02-27,East,Headphones,1,3121.17,0.09,UPI
102984,2025-03-17,South,Laptop,1,55638.39,0.06,Card
102820,2025-03-13,West,Headphones,2,2718.6,0.05,UPI
100961,2025-01-26,East,Camera,5,47524.29,0.01,Card
102379,2025-03-01,South,Camera,1,44033.27,0.06,Wallet
106462,2025-06-12,South,Smartwatch,1,8119.32,0.32,UPI
101224,2025-02-01,West,Phone,1,28806.74,0.24,COD
105910,2025-05-29,East,Phone,1,28782.87,0.35,COD
107075,2025-06-28,North,Tablet,1,21283.73,0.1,Wallet
100503,2025-01-13,South,Camera,4,47284.72,0.18,Card
101536,2025-02-08,North,Camera,2,40795.82,0.04,Wallet
100368,2025-01-09,West,Laptop,1,55326.72,0.18,UPI
100714,2025-01-19,West,Smartwatch,1,7171.95,0.29,COD
103969,2025-04-10,South,Laptop,1,63651.96,0.19,Wallet
102539,2025-03-05,North,Laptop,2,69143.17,0.35,Wallet
103766,2025-04-05,South,Phone,1,31369.99,0.1,Card
100288,2025-01-08,West,Headphones,4,2625.95,0.14,Card
104184,2025-04-16,South,Tablet,1,18818.97,0.1,UPI
100634,2025-01-16,East,Camera,1,46273.42,0.05,UPI
105189,2025-05-11,South,Laptop,1,55720.38,0.28,COD
102364,2025-03-01,South,Phone,2,27395.88,0.32,Wallet
104002,2025-04-11,West,Camera,1,47351.81,0.21,Card
100234,2025-01-07,East,Camera,1,43225.19,0.12,Wallet
105484,2025-05-19,South,Phone,1,29729.63,0.27,Card
102754,2025-03-11,South,Phone,1,31633.92,0.25,Card
100975,2025-01-26,North,Smartwatch,1,6614.02,0.1,Card
103625,2025-04-02,West,Headphones,1,3026.11,0.14,Wallet
106694,2025-06-18,South,Smartwatch,1,8783.97,0.07,COD
100045,2025-01-02,East,Headphones,2,2875.41,0.16,UPI
104146,2025-04-15,West,Tablet,3,19829.03,0.3,Card
101504,2025-02-07,East,Tablet,1,19420.54,0.16,Wallet
100462,2025-01-12,North,Phone,1,25577.44,0.3,UPI
101305,2025-02-03,West,Camera,2,41407.83,0.35,Wallet
100543,2025-01-14,South,Headphones,1,2931.05,0.13,Wallet
100407,2025-01-10,South,Smartwatch,1,7667.24,0.05,COD
106702,2025-06-18,South,Phone,1,29966.46,0.17,Wallet
101784,2025-02-14,North,Headphones,1,3134.07,0.23,Card
105369,2025-05-16,North,Headphones,1,3078.49,0.17,COD
103703,2025-04-04,South,Tablet,1,18862.69,0.08,Card
101953,2025-02-19,South,Headphones,1,3199.54,0.1,UPI
103405,2025-03-27,South,Smartwatch,1,7773.47,0.26,Wallet
105321,2025-05-15,West,Phone,4,29746.01,0.35,Card
100513,2025-01-13,West,Tablet,1,22769.32,0.05,Card
105851,2025-05-28,North,Smartwatch,1,7826.01,0.08,Card
103298,2025-03-25,North,Phone,1,28076.33,0.32,COD
103289,2025-03-24,South,Camera,1,47666.53,0.18,UPI
101232,2025-02-01,South,Camera,1,49541.47,0.23,Card
103126,2025-03-20,North,Smartwatch,1,8714.62,0.24,UPI
106027,2025-06-01,West,Tablet,1,16524.61,0.08,Card
100231,2025-01-06,West,Camera,1,50507.98,0.08,UPI
106564,2025-06-14,West,Camera,1,49418.44,0.06,Wallet
106204,2025-06-05,East,Laptop,1,59459.43,0.04,Card
104779,2025-04-30,West,Smartwatch,7,7683.66,0.34,Card
100413,2025-01-10,East,Phone,1,29300.7,0.31,Wallet
101317,2025-02-03,West,Smartwatch,1,7108.88,0.13,COD
104674,2025-04-28,South,Phone,1,29060.11,0.35,Card
104052,2025-04-13,West,Headphones,1,3351.74,0.12,Wallet
104297,2025-04-19,East,Laptop,1,60112.01,0.35,COD
103645,2025-04-02,North,Headphones,1,3398.73,0.34,Card
103529,2025-03-30,North,Phone,1,30256.06,0.19,COD
103986,2025-04-11,North,Headphones,1,2923.44,0.13,COD
101750,2025-02-14,East,Smartwatch,3,7836.3,0.12,Card
105829,2025-05-27,North,Phone,1,26610.71,0.0,COD
100161,2025-01-05,East,Headphones,1,2846.37,0.13,Card
105669,2025-05-23,North,Laptop,1,53266.43,0.14,Wallet
106243,2025-06-06,South,Laptop,1,59747.78,0.35,Wallet
104078,2025-04-14,East,Laptop,1,60387.98,0.09,Card
102582,2025-03-06,South,Laptop,1,63237.82,0.35,Card
103847,2025-04-07,South,Headphones,1,3442.27,0.22,COD
106339,2025-06-09,South,Laptop,1,64595.8,0.22,COD
104688,2025-04-28,South,Phone,1,31476.68,0.29,Wallet
106289,2025-06-07,North,Laptop,1,70293.77,0.21,Wallet
100039,2025-01-02,East,Smartwatch,1,8504.64,0.14,Card
101544,2025-02-08,South,Tablet,1,21497.1,0.3,Wallet
104441,2025-04-23,West,Laptop,3,58541.39,0.07,Wallet
100325,2025-01-09,East,Headphones,1,2762.15,0.05,Card
105122,2025-05-10,West,Phone,1,28349.87,0.34,UPI
104178,2025-04-16,South,Headphones,1,3627.18,0.18,COD
104537,2025-04-25,West,Laptop,3,57771.76,0.03,UPI
100119,2025-01-04,West,Phone,1,31610.4,0.04,Wallet
104586,2025-04-26,North,Tablet,2,17762.37,0.25,Card
105493,2025-05-19,North,Tablet,1,19982.92,0.04,COD
101520,2025-02-08,East,Laptop,1,52005.77,0.35,UPI
106070,2025-06-02,West,Camera,1,45300.81,0.15,Wallet
102600,2025-03-07,East,Smartwatch,3,8096.44,0.35,Wallet
101342,2025-02-04,East,Laptop,3,54447.27,0.04,Card
102398,2025-03-02,South,Headphones,1,2732.48,0.16,COD
106578,2025-06-15,North,Phone,1,29767.87,0.09,Wallet
104522,2025-04-24,West,Headphones,1,3234.79,0.19,UPI
104544,2025-04-25,South,Camera,1,41371.83,0.28,UPI
103137,2025-03-20,West,Headphones,1,3063.78,0.27,Card
101131,2025-01-30,East,Camera,1,48152.01,0.14,Wallet
100599,2025-01-15,East,Smartwatch,1,8772.2,0.03,COD
101159,2025-01-31,East,Smartwatch,1,9531.04,0.15,Wallet
101947,2025-02-19,West,Smartwatch,1,7419.86,0.15,COD
105383,2025-05-16,West,Phone,1,33430.87,0.2,COD
103660,2025-04-03,West,Smartwatch,1,7751.92,0.05,Card
103872,2025-04-08,East,Smartwatch,1,8198.6,0.16,COD
101326,2025-02-03,East,Headphones,1,3131.72,0.07,COD
105961,2025-05-30,North,Camera,1,44045.68,0.18,COD
101729,2025-02-13,South,Tablet,1,18632.86,0.18,Wallet
105146,2025-05-10,West,Smartwatch,3,8018.53,0.17,UPI
102586,2025-03-06,East,Tablet,2,20350.16,0.03,COD
102241,2025-02-26,South,Laptop,1,57473.29,0.09,UPI
106227,2025-06-06,South,Tablet,1,19879.91,0.35,Wallet
102095,2025-02-22,South,Smartwatch,1,8969.04,0.06,COD
105621,2025-05-22,East,Tablet,1,19025.52,0.23,UPI
104507,2025-04-24,North,Tablet,1,19055.49,0.29,Wallet
101604,2025-02-10,South,Headphones,1,3526.64,0.24,Wallet
100994,2025-01-27,East,Smartwatch,1,9076.92,0.08,Wallet
105891,2025-05-29,South,Camera,1,45497.02,0.35,COD
101660,2025-02-11,East,Laptop,1,61217.17,0.17,UPI
104107,2025-04-14,East,Headphones,1,3054.38,0.12,UPI
105071,2025-05-08,West,Camera,1,40543.91,0.17,Wallet
101814,2025-02-15,North,Camera,1,44789.6,0.12,Card
106346,2025-06-09,South,Smartwatch,1,8084.05,0.08,Wallet
101123,2025-01-30,East,Tablet,1,20342.26,0.06,Wallet
101971,2025-02-19,North,Smartwatch,1,7534.6,0.15,Wallet
107081,2025-06-28,East,Phone,2,31685.42,0.07,UPI
102506,2025-03-04,South,Headphones,1,3225.92,0.22,COD
104677,2025-04-28,South,Headphones,2,3755.58,0.35,Wallet
105652,2025-05-23,East,Smartwatch,1,8066.74,0.09,Card
102362,2025-02-28,West,Headphones,1,3383.67,0.26,Card
103680,2025-04-03,South,Tablet,3,22516.02,0.22,Wallet
102075,2025-02-22,East,Camera,2,47151.4,0.29,UPI
101287,2025-02-03,East,Smartwatch,1,8262.16,0.2,UPI
105143,2025-05-10,East,Laptop,3,57307.99,0.03,Card
104482,2025-04-24,North,Phone,1,35570.2,0.28,Card
102807,2025-03-12,South,Headphones,1,2776.08,0.24,Card
101064,2025-01-29,South,Headphones,1,2819.41,0.18,COD
100941,2025-01-26,East,Laptop,1,63149.98,0.22,COD
102685,2025-03-09,North,Smartwatch,1,8224.69,0.35,UPI
103770,2025-04-05,South,Smartwatch,3,7838.87,0.16,Wallet
100951,2025-01-26,West,Phone,1,32102.29,0.19,Wallet
100955,2025-01-26,West,Laptop,1,68955.01,0.31,Card
106764,2025-06-19,North,Smartwatch,3,7851.81,0.3,Card
103465,2025-03-29,East,Headphones,1,2494.21,0.18,Wallet
102821,2025-03-13,West,Smartwatch,4,7630.59,0.07,UPI
103916,2025-04-09,East,Smartwatch,1,7358.82,0.06,COD
103331,2025-03-25,South,Camera,1,48454.71,0.01,Wallet
106616,2025-06-16,North,Phone,1,31227.6,0.06,Wallet
106460,2025-06-12,West,Tablet,1,21496.59,0.35,Card
102311,2025-02-27,South,Phone,1,28613.89,0.35,Wallet
106580,2025-06-15,West,Phone,2,30742.89,0.03,COD
103072,2025-03-19,North,Tablet,1,21657.37,0.23,Card
102161,2025-02-24,North,Phone,1,32013.35,0.26,UPI
100802,2025-01-21,North,Laptop,1,48233.77,0.15,COD
100901,2025-01-25,North,Tablet,1,20816.36,0.27,Wallet
104841,2025-05-02,South,Headphones,1,3260.21,0.07,Wallet
104532,2025-04-25,West,Smartwatch,1,6433.43,0.29,Card
102478,2025-03-03,West,Smartwatch,1,8282.94,0.2,Card
106725,2025-06-19,North,Smartwatch,1,7304.59,0.11,Wallet
102421,2025-03-02,South,Smartwatch,1,7715.65,0.1,UPI
106225,2025-06-06,East,Laptop,1,62551.44,0.12,COD
102397,2025-03-02,North,Tablet,1,21154.04,0.06,Card
101929,2025-02-18,North,Headphones,1,3192.9,0.15,COD
103741,2025-04-05,South,Smartwatch,1,7323.51,0.14,UPI
101410,2025-02-05,South,Headphones,1,3094.61,0.13,Wallet
106308,2025-06-08,South,Smartwatch,1,8036.37,0.34,UPI
103691,2025-04-03,West,Phone,1,29678.22,0.11,Wallet
101941,2025-02-18,West,Tablet,1,17883.24,0.24,UPI
106980,2025-06-25,East,Phone,4,29035.94,0.35,Card
104668,2025-04-28,West,Phone,1,27154.71,0.35,Wallet
106813,2025-06-21,North,Smartwatch,1,7985.9,0.13,Card
100321,2025-01-09,South,Phone,1,30052.74,0.11,Wallet
106922,2025-06-24,North,Headphones,1,2947.42,0.09,UPI
100324,2025-01-09,East,Smartwatch,1,7442.67,0.19,COD
102544,2025-03-05,South,Laptop,1,56746.24,0.07,COD
100834,2025-01-22,South,Phone,1,28304.24,0.33,COD
107010,2025-06-26,South,Laptop,2,61882.85,0.28,UPI
102458,2025-03-03,West,Laptop,1,69327.12,0.06,COD
101381,2025-02-05,North,Headphones,1,2960.8,0.12,COD
101935,2025-02-18,South,Tablet,1,18860.95,0.31,Wallet
103862,2025-04-07,West,Phone,2,32930.74,0.22,COD
105703,2025-05-24,North,Laptop,1,59872.63,0.14,Card
101746,2025-02-14,East,Smartwatch,1,7125.85,0.04,Card
103287,2025-03-24,East,Phone,1,29017.64,0.12,Wallet
104367,2025-04-21,East,Smartwatch,1,7510.01,0.35,COD
102008,2025-02-20,North,Phone,1,28420.05,0.04,Card
105332,2025-05-15,South,Camera,1,47387.3,0.09,Card
106608,2025-06-16,East,Headphones,1,3148.08,0.16,Card
106696,2025-06-18,East,Laptop,1,70555.46,0.35,Wallet
103938,2025-04-09,South,Headphones,1,3223.05,0.02,Wallet
105372,2025-05-16,East,Tablet,1,18718.69,0.35,Wallet
104897,2025-05-04,North,Tablet,1,18768.21,0.31,UPI
100867,2025-01-23,South,Camera,1,46594.42,0.07,Card
103390,2025-03-27,East,Headphones,1,3190.66,0.09,Card
101881,2025-02-17,East,Smartwatch,1,8595.27,0.34,Wallet
102983,2025-03-17,East,Headphones,1,2982.06,0.2,COD
105672,2025-05-23,East,Smartwatch,1,8679.86,0.08,COD
104108,2025-04-14,East,Laptop,1,55955.39,0.04,Card
104258,2025-04-18,East,Tablet,1,18225.78,0.35,UPI
101117,2025-01-30,East,Headphones,2,2601.36,0.29,UPI
100447,2025-01-11,East,Phone,1,34035.24,0.13,Card
107035,2025-06-27,West,Smartwatch,1,8127.59,0.09,Wallet
104563,2025-04-25,South,Headphones,1,2728.54,0.1,COD
102149,2025-02-23,West,Smartwatch,2,8058.73,0.22,Wallet
103595,2025-04-01,North,Smartwatch,1,9039.35,0.0,Wallet
101790,2025-02-15,East,Camera,1,53223.78,0.25,UPI
101793,2025-02-15,East,Headphones,1,2867.31,0.09,Wallet
104557,2025-04-25,West,Smartwatch,1,7874.69,0.03,COD
103697,2025-04-03,East,Tablet,2,19140.09,0.21,Card
106158,2025-06-04,West,Tablet,3,21424.54,0.35,UPI
100691,2025-01-18,West,Tablet,1,21282.74,0.3,Card
103762,2025-04-05,West,Smartwatch,1,8872.22,0.32,UPI
104299,2025-04-19,West,Camera,1,40590.05,0.26,Wallet
105905,2025-05-29,South,Headphones,1,3029.58,0.28,COD
103514,2025-03-30,South,Tablet,1,17666.65,0.35,UPI
103652,2025-04-02,East,Headphones,2,2691.85,0.18,Card
106255,2025-06-07,North,Smartwatch,1,7298.98,0.05,Card
106769,2025-06-20,North,Smartwatch,1,7997.4,0.23,UPI
100695,2025-01-18,East,Smartwatch,1,7887.52,0.19,COD
106298,2025-06-08,East,Laptop,2,56935.89,0.1,COD
104115,2025-04-14,South,Smartwatch,1,7735.02,0.26,Wallet
105434,2025-05-18,West,Camera,1,46656.59,0.3,Card
105573,2025-05-21,East,Laptop,1,65181.96,0.35,UPI
105105,2025-05-09,North,Camera,1,42788.8,0.21,UPI
102831,2025-03-13,West,Laptop,1,59252.0,0.16,UPI
105021,2025-05-07,West,Headphones,1,2706.37,0.35,COD
107005,2025-06-26,West,Headphones,1,3156.45,0.24,UPI
104825,2025-05-02,North,Smartwatch,1,7514.92,0.03,Card
106413,2025-06-11,East,Tablet,1,21737.38,0.16,Wallet
105382,2025-05-16,East,Tablet,2,20852.33,0.3,Card
106818,2025-06-21,South,Headphones,1,2860.01,0.08,Wallet
100982,2025-01-27,West,Camera,1,42400.58,0.23,Card
101691,2025-02-12,North,Camera,1,37359.14,0.18,COD
103544,2025-03-31,East,Smartwatch,2,6973.34,0.33,Wallet
105337,2025-05-15,West,Laptop,1,70630.43,0.33,UPI
102344,2025-02-28,East,Camera,1,39559.48,0.06,Wallet
101178,2025-01-31,West,Smartwatch,1,8380.09,0.06,Wallet
104221,2025-04-17,North,Laptop,1,64854.61,0.35,COD
103100,2025-03-20,North,Tablet,1,18212.03,0.09,Wallet
102919,2025-03-15,North,Camera,1,45187.44,0.35,Card
103015,2025-03-18,North,Phone,1,29529.42,0.05,Wallet
107094,2025-06-28,North,Smartwatch,1,8761.58,0.35,UPI
100968,2025-01-26,South,Camera,1,43642.82,0.34,COD
102860,2025-03-14,North,Smartwatch,1,8355.58,0.13,Card
102646,2025-03-08,North,Tablet,1,18267.39,0.05,Card
102097,2025-02-22,South,Headphones,1,2892.04,0.22,Card
106639,2025-06-16,East,Tablet,1,21611.0,0.08,UPI
106128,2025-06-04,East,Camera,1,51642.17,0.09,COD
103268,2025-03-23,North,Phone,1,24555.38,0.17,COD
105082,2025-05-08,West,Camera,1,45659.03,0.13,Card
105362,2025-05-16,South,Laptop,2,60479.67,0.29,UPI
102520,2025-03-04,South,Smartwatch,1,8754.36,0.03,Card
105563,2025-05-21,East,Camera,3,43111.39,0.25,Wallet
106843,2025-06-21,,Laptop,3,62692.84,0.08,Wallet
105673,2025-05-23,East,Phone,2,30277.29,0.32,Card
106454,2025-06-12,West,Smartwatch,1,7760.11,0.07,Card
103304,2025-03-25,East,Laptop,1,60145.61,0.3,Card
101435,2025-02-06,West,Camera,2,42698.74,0.3,Wallet
101771,2025-02-14,North,Phone,1,31666.53,0.22,COD
104869,2025-05-03,East,Headphones,1,3447.36,0.1,UPI
104950,2025-05-05,West,Headphones,1,2679.27,0.03,Card
101686,2025-02-12,North,Camera,1,39076.11,0.24,UPI
101041,2025-01-28,East,Camera,2,41288.73,0.24,Card
106901,2025-06-23,West,Headphones,1,3224.29,0.34,COD
102603,2025-03-07,East,Smartwatch,1,7350.78,0.26,Card
106590,2025-06-15,South,Phone,1,30161.74,0.15,UPI
106161,2025-06-04,South,Laptop,1,55323.73,0.31,COD
106802,2025-06-20,North,Camera,2,41704.17,0.1,UPI
100248,2025-01-07,West,Laptop,1,65303.15,0.05,Wallet
100157,2025-01-05,South,Smartwatch,1,9161.62,0.16,COD
106218,2025-06-06,East,Smartwatch,1,8219.11,0.16,COD
105995,2025-05-31,East,Phone,1,32018.06,0.13,COD
104322,2025-04-20,South,Laptop,1,56716.12,0.16,Wallet
101475,2025-02-07,East,Headphones,1,2835.91,0.13,UPI
105684,2025-05-24,South,Camera,1,40914.69,0.35,COD
100220,2025-01-06,East,Smartwatch,1,8500.92,0.26,Card
105118,2025-05-10,South,Smartwatch,1,9219.73,0.15,COD
103856,2025-04-07,North,Phone,1,32450.28,0.29,COD
106989,2025-06-25,South,Tablet,1,20408.05,0.2,UPI
106115,2025-06-03,North,Camera,1,44695.08,0.29,COD
101073,2025-01-29,North,Laptop,1,60186.86,0.03,Card
105147,2025-05-10,East,Camera,2,41911.63,0.16,Card
106119,2025-06-03,West,Phone,1,32392.65,0.35,UPI
105865,2025-05-28,East,Tablet,1,21766.43,0.32,Card
106881,2025-06-23,South,Headphones,3,2425.35,0.02,COD
102404,2025-03-02,South,Laptop,1,55641.69,0.23,Wallet
101206,2025-02-01,North,Laptop,1,62816.47,0.13,Wallet
104341,2025-04-20,East,Headphones,1,2924.21,0.21,COD
105552,2025-05-21,East,Headphones,2,2855.27,0.17,Card
101235,2025-02-01,South,Laptop,2,59317.04,0.13,UPI
101282,2025-02-02,South,Phone,1,28522.66,0.12,Card
103612,2025-04-01,North,Smartwatch,2,7904.81,0.14,COD
104141,2025-04-15,South,Headphones,1,3192.57,0.08,Wallet
104432,2025-04-23,South,Camera,5,41389.42,0.09,COD
106719,2025-06-19,North,Laptop,1,59648.06,0.06,Wallet
104247,2025-04-18,West,Phone,1,31534.45,0.35,Card
106565,2025-06-14,North,Tablet,2,19555.44,0.02,Card
102951,2025-03-16,West,Headphones,1,2781.06,0.11,COD
104556,2025-04-25,West,Headphones,1,2947.91,0.19,Card
104573,2025-04-26,East,Headphones,1,3565.31,0.24,Card
102188,2025-02-24,South,Smartwatch,2,8142.73,0.3,Card
100444,2025-01-11,South,Headphones,1,3083.96,0.35,UPI
106481,2025-06-12,West,Camera,1,47444.71,0.35,COD
103230,2025-03-22,South,Phone,1,29598.57,0.18,Wallet
104370,2025-04-21,West,Camera,1,48983.03,0.35,COD
101537,2025-02-08,South,Camera,1,47038.94,0.32,Card
105219,2025-05-12,West,Camera,1,40687.84,0.3,Wallet
100103,2025-01-03,North,Smartwatch,2,7242.54,0.09,Card
106965,2025-06-25,East,Smartwatch,1,7303.44,0.35,Wallet
103260,2025-03-23,West,Laptop,1,54750.63,0.35,Wallet
106518,2025-06-13,North,Laptop,1,61008.48,0.16,Card
105326,2025-05-15,East,Camera,1,44803.35,0.1,Wallet
102490,2025-03-04,East,Phone,2,30552.74,0.14,UPI
105919,2025-05-29,East,Laptop,1,57025.94,0.22,Wallet
100090,2025-01-03,South,Phone,1,32137.16,0.35,UPI
106360,2025-06-09,West,Camera,1,44661.04,0.23,COD
